,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
870,Karla Arcila,@Karlaarcila,2021-12-15T17:31:07.000Z,"Karla Arcila
@Karlaarcila
·
15 dic.","En respuesta a 
@ladelavid
 y 
@Davivienda
¡Fatal! Uno debería poder usar su tarjeta y su plata en cualquier parte, terrible 
@Davivienda
1
1",,1,,1,[],https://twitter.com/Karlaarcila/status/1471170972757725185
871,Ernesto Zamora P.,@ez2000co,2021-12-15T17:41:59.000Z,"Ernesto Zamora P.
@ez2000co
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Si, la débito del antiguo Citi a mi me servía en todo lado, pero era un tema que la tarjeta tenía una configuración que no pedía clave o pin...
1",,1,,,[],https://twitter.com/ez2000co/status/1471173706915401728
872,Manuel Duque,@juniorduque2012,2021-12-15T22:25:38.000Z,"Manuel Duque
@juniorduque2012
·
15 dic.","En respuesta a 
@Davivienda
Esa es la de siempre por DM para enviarlo a asuntos sin importancia, vuelvanse serios mejor, no se puede ni pagar un crédito de ustedes, pero para llamar a cobrar si les funciona el sistema",,,,,[],https://twitter.com/juniorduque2012/status/1471245089108287489
873,Fernando Rodríguez,@ferchokli1,2021-12-15T17:09:00.000Z,"Fernando Rodríguez
@ferchokli1
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Use la de crédito a una cuota. Gana millas y no paga interés. Elemental mi querida Karla.",,,,,[],https://twitter.com/ferchokli1/status/1471165404571738116
874,SOS Colombia,@jairoaospinaz,2021-12-15T23:58:25.000Z,"SOS Colombia
@jairoaospinaz
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @elikitty_33
 y 2 más
No es complicidad, son lo mismo",,,,,[],https://twitter.com/jairoaospinaz/status/1471268438232477705
875,Gatto Cristancho,@Gattocol,2021-12-15T22:49:29.000Z,"Gatto Cristancho
@Gattocol
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
Estás en el lugar equivocado.",,,,,[],https://twitter.com/Gattocol/status/1471251090461147143
876,Fabio Fernando,@FabioFernandoH1,2021-12-15T23:42:01.000Z,"Fabio Fernando
@FabioFernandoH1
·
15 dic.","En respuesta a 
@Davivienda
Ya se los envié hace tres días, igual no hicieron nada. Lástima este tipo de aplicaciones hacen lo que quieren al no tener ninguna vigilancia, se supone que 
@SFCsupervisor
 debería hacerlo, pero aparentemente no se hace.
1",,1,,,[],https://twitter.com/FabioFernandoH1/status/1471264310919839746
877,Fabio Fernando,@FabioFernandoH1,2021-12-15T23:53:01.000Z,"Fabio Fernando
@FabioFernandoH1
·
15 dic.","En respuesta a 
@Davivienda
Ya lo hice, cuantos mensajes privados necesitan? 

Repito amigos de Twitter, tengan mucha precaución con este tipo de aplicaciones y en especial con esta perteneciente a 
@Davivienda
 , no arriesguen dinero que no quieran perder. Precaución.",,,,,[],https://twitter.com/FabioFernandoH1/status/1471267081115082756
878,Federico Gärtner,@jfgartner007,2021-12-15T05:20:47.000Z,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 además, el Transfiya para transferencias interbancarias inmediatas funciona a la perfección en Bancolombia, pero en Davivienda nunca ha funcionado. Los asesores de Bancolombia por teléfono dan respuesta a las inquietudes de los usuarios, en Davivienda no.",☘,,,,[],https://twitter.com/jfgartner007/status/1470987179073626113
879,ROBERTO MEYER,@ROMEYIGLE,2021-12-15T20:17:21.000Z,"ROBERTO MEYER
@ROMEYIGLE
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @Jokeraton
 y 2 más
Hagale",,,,,[],https://twitter.com/ROMEYIGLE/status/1471212807668776960
880,Nathi Giraldo,@nathagir,2021-12-15T16:48:34.000Z,"Nathi Giraldo
@nathagir
·
15 dic.","@RadioPlaneta969
 no solo nequi es con el # d teléfono también está ahorro a la mano d Bancolombia y Daviplata d Davivienda, control d la Dian está porque al registrar tu número de cel se registra la cédula, da historial crediticio todo como una cuenta bancaria
1",,,,1,[],https://twitter.com/nathagir/status/1471160262929666048
881,Lore,@lorecastrooo,2021-12-15T20:42:24.000Z,"Lore
@lorecastrooo
·
15 dic.","En respuesta a 
@Deftvergara05
 @DaviPlata
 y 
@Davivienda
Si pero nada , muchas gracias!
1",🌙 😭,,,1,[],https://twitter.com/lorecastrooo/status/1471219109505478661
882,Juan Vargas,@EnLineaBVC,2021-12-15T12:22:00.000Z,"Juan Vargas
@EnLineaBVC
·
15 dic.","En respuesta a 
@monicaphiguera
Tremendo esto de 
@Davivienda
 no puedo creer que permitan emitir tarjetas suplantando a terceros, así sea desde la oficina móvil sigue siendo una oficina. Esto no está regulado por la 
@SFCsupervisor
 ?
1",,1,,,[],https://twitter.com/EnLineaBVC/status/1471093179684462593
883,SONIA BERNAL,@soniajannethba,2021-12-15T02:57:17.000Z,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Igual no solucionaron nada, como era de esperarse, con el pésimo servicio que prestan en todos sus canales de comunicación ",😡,,,,[],https://twitter.com/soniajannethba/status/1470951064224649217
884,dianariveras,@dianariveras,2021-12-15T20:36:22.000Z,"dianariveras
@dianariveras
·
15 dic.","En respuesta a 
@Karlaarcila
 @ez2000co
 y 
@Davivienda
Bancolombia si funciona bien en el exterior",,,,,[],https://twitter.com/dianariveras/status/1471217590148206598
885,sergio falla,@davosla,2021-12-15T22:24:49.000Z,"sergio falla
@davosla
·
15 dic.","En respuesta a 
@mitiatere
@Alejand36202857
 desubicado.  davivienda.",,,,,[],https://twitter.com/davosla/status/1471244885269393408
886,Pinot Noir,@ladelavid,2021-12-15T17:29:26.000Z,"Pinot Noir
@ladelavid
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
si si eso si pasa.. yo voy mucho por trabajo.. y no sirven..
1",,1,,,[],https://twitter.com/ladelavid/status/1471170549732851732
887,Fabián Prieto,@FabinPrieto9,2021-12-15T23:15:22.000Z,"Fabián Prieto
@FabinPrieto9
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Respondan ladrones",,,,,[],https://twitter.com/FabinPrieto9/status/1471257604655652867
888,Nando,@Nando79208857,2021-12-15T13:08:32.000Z,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@ArDiaz1944
Viejo va a colaborar para darle una feliz navidad a Oscar ivan lasso el niño pobre que participó en la voz kids su papa vive con sus 4 hermanitos en un cambuche en Soacha le dejó el numero de cuenta DAVIVIENDA ahorros#037700055686 cualquier donacion es una vendicion!!!",,,,,[],https://twitter.com/Nando79208857/status/1471104889694601223
889,Pinot Noir,@ladelavid,2021-12-15T17:27:20.000Z,"Pinot Noir
@ladelavid
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
pero que raro.. a mi si me sirven en mexico.. acabo de llegar y saque por cajero todo el tiempo con davivenda.. muy raro.. revisa en otros cajeros.. pero si sirve.
1",,1,,,[],https://twitter.com/ladelavid/status/1471170020776554503
890,Nando,@Nando79208857,2021-12-15T13:39:54.000Z,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@AABenedetti
 @josecastillobu
 y 
@petrogustavo
Senador, Oscar ivan lasso el niño pobre de la voz kids2019 le queremos regalar una linda navidad estoy haciendo una recolecta para regalarle un celular pues le robaron el que tenía DAVIVIENDA ahorros #037700055686 lo pueden llamar a él  cell  3124923603 y verificar información.",,,,,[],https://twitter.com/Nando79208857/status/1471112786604437509
891,Karla Arcila,@Karlaarcila,2021-12-15T17:28:28.000Z,"Karla Arcila
@Karlaarcila
·
15 dic.","En respuesta a 
@ladelavid
 y 
@Davivienda
Eso mismo dije  que en cajero si, no sirve es en datafonos, que en México le llaman terminales.
1
2",,1,,2,[],https://twitter.com/Karlaarcila/status/1471170304043069448
892,Saúl Jaimes,@SaulJaimes,2021-12-15T21:42:54.000Z,"Saúl Jaimes
@SaulJaimes
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
No sé cómo será tu caso, pero a mí me pasó que me descontaron UN MILLON DE PESOS, llame y dizque de un seguro funerario y no se q pendejadas, yo les dije q nunca lo había pedido y que no me interesaba que me devolvieran el dinero y pues aunque se demoraron me devolvieron todo
1",,1,,,[],https://twitter.com/SaulJaimes/status/1471234333977493511
893,Miguel Cárdenas,@angelmed82,2021-12-15T23:04:16.000Z,"Miguel Cárdenas
@angelmed82
·
15 dic.","En respuesta a 
@japuna7
 y 
@Davivienda
Pues conteste.
1",,1,,,[],https://twitter.com/angelmed82/status/1471254810448089090
894,Javier Rueda,@JavierR_1982,2021-12-15T20:51:52.000Z,"Javier Rueda
@JavierR_1982
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Coloca la queja en la superfinanciera.
1",,,,1,[],https://twitter.com/JavierR_1982/status/1471221493740752899
895,jose m daza,@chocjosem,2021-12-15T21:13:27.000Z,"jose m daza
@chocjosem
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
@SFCsupervisor
 atiendan esta queja.",,,,,[],https://twitter.com/chocjosem/status/1471226923120537600
896,Miguel Cárdenas,@angelmed82,2021-12-15T23:34:18.000Z,"Miguel Cárdenas
@angelmed82
·
15 dic.","En respuesta a 
@japuna7
 y 
@Davivienda
Y su asistente?
1",,1,,,[],https://twitter.com/angelmed82/status/1471262370987192320
897,Mario Martínez™,@mario23martinez,2021-12-15T00:52:47.000Z,"Mario Martínez™
@mario23martinez
·
14 dic.","En respuesta a 
@LaHuellaSV
 @DaniaGonzalz
 y 
@WilliamSorianoH
Una deuda de $1,000 se hicieron $12,000 en banco Davivienda por falta de pago.

Me ""congelaron"" intereses y pusieron una cuota mensual de $40 para salir de la deuda. 

Solo me faltan 251 meses (21 años) para saldar la deuda. 

Creo que los bancos aún mandan.",,,,,[],https://twitter.com/mario23martinez/status/1470919734589890561
898,elsalvador.com,@elsalvadorcom,2021-12-15T14:50:00.000Z,"elsalvador.com
@elsalvadorcom
·
15 dic.","#Noticias #Negocios Ahora puedes pagar desde su celular de forma segura, fácil y sin contacto. Escanee el código QR y pague.
elsalvador.com
Nueva solución de pago QR Davivienda | Noticias de El Salvador
Escanee el código QR y pague desde su celular de forma segura, fácil y sin contacto.
1
1",,,1,1,['https://pbs.twimg.com/card_img/1473669837457174535/f3fXAYwZ?format=jpg&name=small'],https://twitter.com/elsalvadorcom/status/1471130426970304513
899,Lore,@lorecastrooo,2021-12-15T20:30:46.000Z,"Lore
@lorecastrooo
·
15 dic.","En respuesta a 
@Deftvergara05
 @DaviPlata
 y 
@Davivienda
Putos  y el servicio al cliente todos dicen cosas diferentes 
1
1",🌙 😤 😤 😤 😤,1,,1,[],https://twitter.com/lorecastrooo/status/1471216183630307334
900,Mari,@MariasintiIde,2021-12-15T21:44:40.000Z,"Mari
@MariasintiIde
·
15 dic.","En respuesta a 
@JuxnDiego
 @Nequi
 y 
@DaviPlata
A mi con daviplata me tocó mamarselo al dueño de Davivienda para poder retirar 100lukitas porque por algún motivo no me dejaba ni retirar ni pasarlas a bancos ni a Nequi",,,,,[],https://twitter.com/MariasintiIde/status/1471234781685895172
901,Pechugas Larousse,@pezick,2021-12-15T22:46:58.000Z,"Pechugas Larousse
@pezick
·
15 dic.","En respuesta a 
@DonnaDonnut
Si es por la app (en Davivienda no sé dónde aparece la opción), pero es mejor que llames 
1",😁,,,1,[],https://twitter.com/pezick/status/1471250457913921537
902,Ricardo Martínez Lemus,@Rmartinez76L,2021-12-15T16:54:26.000Z,"Ricardo Martínez Lemus
@Rmartinez76L
·
15 dic.","@Tenniscomco
 estuve revisando http://tennis.com.co y no logré entender cómo es posible que unicamente apliquen un descuento tan grande a los clientes 
@Bancolombia
???
Bueno debe ser que clientes  
@Davivienda
 y demás entidades no representan una oportunidad de ventas en navidad
tennis.com.co
Tennis | Tienda de Ropa Online en Colombia
Compra ropa para Mujer, Hombre y Niños. Jeans de moda, Camisas, Blusas, Chaquetas, zapatos y más. Vive siempre jóven con Tennis. FÁCIL DEVOLUCIÓN ¡Entra ya!",,,,,[],https://twitter.com/Rmartinez76L/status/1471161741635727365
903,Julio Palacios,@japuna7,2021-12-15T23:34:46.000Z,"Julio Palacios
@japuna7
·
15 dic.","En respuesta a 
@angelmed82
 y 
@Davivienda
No tengo
1
1",,1,,1,[],https://twitter.com/japuna7/status/1471262487228166144
904,AMER HOYOS ®,@amerhoyos,2021-12-15T00:07:21.000Z,"AMER HOYOS ®
@amerhoyos
·
14 dic.","@Davivienda
 que decepción 7 años con ustedes dejándolos manejar mi dinero me hacen un fraude a la tarejeta y salen con que no responde 
@SFCsupervisor
1",,1,,,[],https://twitter.com/amerhoyos/status/1470908298429972487
905,Julio Palacios,@japuna7,2021-12-15T23:33:49.000Z,"Julio Palacios
@japuna7
·
15 dic.","En respuesta a 
@angelmed82
 y 
@Davivienda
Pues estaba en reu
1
1",,1,,1,[],https://twitter.com/japuna7/status/1471262250556170251
906,Alexander Riascos C.,@AlexRiascos,2021-12-15T22:41:17.000Z,"Alexander Riascos C.
@AlexRiascos
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Estimada Karla me pasó igual, solo debes evitar pagar en restaurantes o establecimientos, solo retirar dinero del cajero.
1
1",,1,,1,[],https://twitter.com/AlexRiascos/status/1471249028230918144
907,Nina,@ninaortizz,2021-12-15T16:35:01.000Z,"Nina
@ninaortizz
·
15 dic.","En respuesta a 
@ValentinoSnow27
Davivienda?
1",,1,,,[],https://twitter.com/ninaortizz/status/1471156855317712908
908,Oscar Cruz,@Deftvergara05,2021-12-15T20:26:17.000Z,"Oscar Cruz
@Deftvergara05
·
15 dic.","En respuesta a 
@lorecastrooo
 y 
@DaviPlata
Te devuelven el dinero en 24 horas, lo recargaste debun davivienda u otra entidad?
1",,1,,,[],https://twitter.com/Deftvergara05/status/1471215053617696777
909,Federico Gärtner,@jfgartner007,2021-12-15T05:20:47.000Z,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 anuncia en internet el servicio Apple Pay, pero no funciona. No deja inscribir la tarjeta débito. ¿Qué le está pasando a Davivienda? Solía ser un buen banco. Bancolombia le cogió la delantera.
1",☘,1,,,[],https://twitter.com/jfgartner007/status/1470987178008317954
910,Federico Gärtner,@jfgartner007,2021-12-15T05:20:47.000Z,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 se está quedando rezagada con respecto a Bancolombia tecnológicamente hablando. La aplicación Bancolombia para teléfonos inteligentes es mucho más amigable, funcional y rápida que la de Davivienda.
ENTER.CO
@ENTERCO
 · 2 nov.
Apple Pay llegó a Colombia, aunque inicialmente solo está disponible para clientes de Bancolombia. Te explicamos cómo usar esta forma de pago sin contacto. http://dlvr.it/SBm1t9 http://dlvr.it/SBm1tJ
2",☘ 📲,2,,,"['https://pbs.twimg.com/profile_images/1049398194180935682/MgES8LKT_mini.jpg', 'https://pbs.twimg.com/media/FDM3Dr2VUAAv4lK?format=jpg&name=small']",https://twitter.com/jfgartner007/status/1470987176179609604
911,Banco Davivienda,@Davivienda,2021-12-15T20:20:16.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@nenarrazola
Buenas tardes, Sra. María. ¡Agradecemos la confianza depositada en Davivienda! Recuerde que estamos disponibles en este canal para atender sus consultas. Feliz tarde.",,,,,[],https://twitter.com/Davivienda/status/1471213540170100736
912,Banco Davivienda,@Davivienda,2021-12-15T15:24:50.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Mauricio27124
Buenos días, Sr. Mauricio. La seguridad de nuestros clientes es muy importante, le agradecemos mucho su reporte se notifica al área encargada. Quedamos atentos. Feliz día.",,,,,[],https://twitter.com/Davivienda/status/1471139190276427778
913,Banco Davivienda,@Davivienda,2021-12-15T22:47:27.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@laurahuyo
Buena tardes, Sra. Laura. Quedamos atentos a su respuesta por mensaje privado. Feliz tarde.",,,,,[],https://twitter.com/Davivienda/status/1471250579187847169
914,Banco Davivienda,@Davivienda,2021-12-15T12:43:20.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@monicaphiguera
Buenos días, Sra. Mónica. Para nosotros es muy importante brindar acompañamiento y validar en detalle el caso que nos informa. Por favor contáctenos por mensaje privado y con gusto lo atenderemos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471098549186220036
915,Banco Davivienda,@Davivienda,2021-12-15T17:02:04.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@cristalrealm
Buenas tardes. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471163659938254848
916,Banco Davivienda,@Davivienda,2021-12-15T02:35:34.000Z,"Banco Davivienda
@Davivienda
·
14 dic.","En respuesta a 
@elianagomezf
Buenas noches, Sra. Eliana, lamentamos los inconvenientes presentados. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1
1",,1,,1,[],https://twitter.com/Davivienda/status/1470945600023662594
917,Banco Davivienda,@Davivienda,2021-12-15T20:20:05.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@LilodelaVega
¡Hola!, gracias por escribirnos, trabajamos cada día para mejorar su experiencia. Nos hemos contactado por mensaje privado para acompañarla en la gestión de su caso. Seguimos atentos a su respuesta. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471213495836418052
918,Banco Davivienda,@Davivienda,2021-12-15T13:25:25.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@dianamortimer
Buenos días, Sra. Diana. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471109140697153536
919,Davivienda Escucha,@DaviEscucha,2021-12-15T03:39:05.000Z,"Davivienda Escucha
@DaviEscucha
·
14 dic.","En respuesta a 
@AdamAltadill
Buenas noches, Sr. Adam, lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.
1",,1,,,[],https://twitter.com/DaviEscucha/status/1470961584105156609
920,Banco Davivienda,@Davivienda,2021-12-15T18:14:34.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@MrTwentyOficial
Buenas tarde. Lamentamos los inconvenientes. Recuerde que por este medio nos encontramos disponibles para atender sus consultas, si desea puede escribirnos por mensaje privado y con gusto lo atenderemos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471181906364436484
921,Davivienda Corredores,@davicorredores,2021-12-15T13:50:02.000Z,"Davivienda Corredores
@davicorredores
·
15 dic.","En respuesta a 
@Christian_BVC
Hola, 
@Christian_BVC
 gracias por su comentario y por participar de nuestros contenidos. Feliz día.",,,,,[],https://twitter.com/davicorredores/status/1471115335432605707
922,Banco Davivienda,@Davivienda,2021-12-15T16:21:57.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@SantiagoVargasN
Buenos días Sr. Santiago. Lamentamos este tipo de inconvenientes, para nosotros es importante mejorar su experiencia de servicio. Por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471153567553757187
923,Banco Davivienda,@Davivienda,2021-12-15T19:11:12.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Marianiniecheve
Hola Maria,  gracias por escribirnos. Trabajamos cada día para mejorar su experiencia. Nos interesa conocer a detalle todo lo ocurrido, por favor amplíenos los detalles de su caso y confírmenos sus datos por mensaje interno, para brindar pronta asistencia.
2
2",,2,,2,[],https://twitter.com/Davivienda/status/1471196160278683648
924,Banco Davivienda,@Davivienda,2021-12-15T16:56:23.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@laurahuyo
Hola Laura, bienvenida a nuestro canal de atención, soy Laura y le ayudaré a resolver su consulta. Por favor envíenos por mensaje interno su número de identificación y los detalles de su caso, con gusto lo resolveremos. 
1
1",,1,,1,[],https://twitter.com/Davivienda/status/1471162231140360202
925,Banco Davivienda,@Davivienda,2021-12-15T01:37:19.000Z,"Banco Davivienda
@Davivienda
·
14 dic.","En respuesta a 
@soniajannethba
Buenas noches, Sra. Sonia. Trabajamos continuamente para mejorar su experiencia. Le pedimos detallar su caso por mensaje privado para que le podamos ayudar. Quedamos atentos.
3",,3,,,[],https://twitter.com/Davivienda/status/1470930941669298180
926,Banco Davivienda,@Davivienda,2021-12-15T17:01:40.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Karlaarcila
Buenas tardes, Sra. Karla. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471163560688451585
927,Banco Davivienda,@Davivienda,2021-12-15T14:28:04.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@HacheJota_RL
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471124906070798338
928,Banco Davivienda,@Davivienda,2021-12-15T17:01:00.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@dianhagr
Buenos días, Sra. Diana. Nuestros canales de atención Davivienda son únicamente las líneas 3383838 Bogotá o 018000123838 nacional; el botón ""Atención en línea"" en el App Davivienda Móvil o puede indicarnos su consulta por mensaje privado y con gusto le ayudaremos.
2",,2,,,[],https://twitter.com/Davivienda/status/1471163393604263938
929,Banco Davivienda,@Davivienda,2021-12-15T19:06:51.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@dianhagr
Sra. Diana. La invitamos para que por favor nos escriba a través de mensaje privado o se comunique a nuestras líneas de atención 3383838 Bogotá o 018000123838 a nivel nacional. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471195064437145601
930,Banco Davivienda,@Davivienda,2021-12-15T23:40:09.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@FabioFernandoH1
Buenas tardes, Sr. Fabio. Por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471263841166061570
931,Banco Davivienda,@Davivienda,2021-12-15T16:43:59.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Adissbisss
Buenos días. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz día.",,,,,[],https://twitter.com/Davivienda/status/1471159112444493831
932,Banco Davivienda,@Davivienda,2021-12-15T20:01:36.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@AminMejiaM
Buenas tardes. Sr. Amin. Evidenciamos que su novedad esta siendo atendida por mensaje interno. Estamos atentos para ayudarle en caso de alguna inquietud adicional.",,,,,[],https://twitter.com/Davivienda/status/1471208840792211458
933,Banco Davivienda,@Davivienda,2021-12-15T23:16:18.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@framial
Buenas tardes. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar su caso por mensaje privado para que podamos brindar una mejor experiencia. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471257840329265157
934,Banco Davivienda,@Davivienda,2021-12-15T20:39:17.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@alexandervg0
Buenas tardes, Sr. Alexander. Lamentamos los inconvenientes presentados. Queremos validar su caso, por favor escríbanos por mensaje privado y con gusto lo atenderemos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471218327938748417
935,Banco Davivienda,@Davivienda,2021-12-15T20:41:53.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Omitar69
Hola Omar. Nos interesa conocer su caso, por favor envíenos la información y su número de identificación por mensaje privado para resolverlo lo más pronto posible.",👋,,,,[],https://twitter.com/Davivienda/status/1471218981008728070
936,Banco Davivienda,@Davivienda,2021-12-15T18:25:48.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@macarinam
Buenas tardes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471184735288238084
937,Banco Davivienda,@Davivienda,2021-12-15T22:13:17.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@juniorduque2012
Buenas tardes, Sr. Junior. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento personalizado a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471241982957666306
938,Banco Davivienda,@Davivienda,2021-12-15T11:01:40.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@jfgartner007
Buenos días. Trabajamos continuamente para mejorar su experiencia. Le pedimos detallar su caso por mensaje privado para que le podamos ayudar. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471072964317642755
939,Banco Davivienda,@Davivienda,2021-12-15T20:26:11.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@IknowyouwantmyK
Buenas tardes. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471215029080887298
940,Banco Davivienda,@Davivienda,2021-12-15T23:11:29.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@An4cR0s
Buenas tardes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471256627219107840
941,Banco Davivienda,@Davivienda,2021-12-15T23:50:52.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@FabioFernandoH1
Buenas tardes, Sr. Fabio.  Trabajamos continuamente para mejorar nuestra atención. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que podamos brindar una mejor experiencia. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1471266541077352448
942,Banco Davivienda,@Davivienda,2021-12-15T15:06:52.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@claumigor
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471134670465036290
943,Banco Davivienda,@Davivienda,2021-12-15T14:08:41.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@lisvanegas07
Buenos días, Sra. Liseth. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471120030234742788
